name,country,team_id,roster_status,source_url,source_checked,display_name,official_fantasy_player_id,fifa_player_id,club,club_country,shirt_number,position,official_position,official_fantasy_position,official_price,fantasy_status,date_of_birth,federation_source_url,squad_announcement_date,team_squad_complete,source_notes
Odilon Kossounou,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Odilon Kossounou,302,,,,,DEF,,DEF,4.3,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Guéla Doué,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Guéla Doué,303,,,,,DEF,,DEF,3.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Emmanuel Agbadou,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Emmanuel Agbadou,304,,,,,DEF,,DEF,3.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Ghislain Konan,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Ghislain Konan,305,,,,,DEF,,DEF,4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Clément Akpa,Côte d'Ivoire,12,review,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Clément Akpa,306,,,,,DEF,,DEF,3.6,transferred,,,,false,Official FIFA fantasy players.json status is transferred; kept in review because this does not prove final squad inclusion or exclusion.
Yan Diomande,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Yan Diomande,307,,,,,FWD,,FWD,5.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Nicolas Pépé,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Nicolas Pépé,308,,,,,FWD,,FWD,5.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Elye Wahi,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Elye Wahi,309,,,,,FWD,,FWD,5.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Amad Diallo,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Amad Diallo,310,,,,,FWD,,FWD,5.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Simon Adingra,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Simon Adingra,311,,,,,FWD,,FWD,5.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Evann Guessand,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Evann Guessand,312,,,,,FWD,,FWD,5.3,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Bazoumana Touré,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Bazoumana Touré,314,,,,,FWD,,FWD,4.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Alban Lafont,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Alban Lafont,316,,,,,GK,,GK,4.1,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Yahia Fofana,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Yahia Fofana,317,,,,,GK,,GK,4.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Mohamed Koné,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Mohamed Koné,318,,,,,GK,,GK,3.7,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Parfait Guiagon,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Parfait Guiagon,319,,,,,MID,,MID,4.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Jean Michaël Seri,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Jean Michaël Seri,320,,,,,MID,,MID,5.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Ibrahim Sangaré,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Ibrahim Sangaré,321,,,,,MID,,MID,5.8,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Franck Kessie,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Franck Kessie,322,,,,,MID,,MID,5.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Seko Fofana,Côte d'Ivoire,12,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Seko Fofana,323,,,,,MID,,MID,6.8,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Petar Sucic,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Petar Sucic,324,,,,,MID,,MID,4.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Josip Stanisic,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Josip Stanisic,325,,,,,DEF,,DEF,4.3,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Josip Sutalo,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Josip Sutalo,326,,,,,DEF,,DEF,4.3,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Duje Caleta-Car,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Duje Caleta-Car,327,,,,,DEF,,DEF,4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Marin Pongracic,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Marin Pongracic,328,,,,,DEF,,DEF,4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Martin Erlic,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Martin Erlic,329,,,,,DEF,,DEF,3.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Luka Vuskovic,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Luka Vuskovic,330,,,,,DEF,,DEF,3.7,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Ante Budimir,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Ante Budimir,332,,,,,FWD,,FWD,6.8,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Andrej Kramaric,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Andrej Kramaric,333,,,,,FWD,,FWD,6.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Ivan Perisic,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Ivan Perisic,334,,,,,FWD,,FWD,5.4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Marco Pasalic,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Marco Pasalic,335,,,,,FWD,,FWD,5.3,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Petar Musa,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Petar Musa,336,,,,,FWD,,FWD,5.1,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Igor Matanovic,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Igor Matanovic,337,,,,,FWD,,FWD,4.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Dominik Livakovic,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Dominik Livakovic,338,,,,,GK,,GK,4.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Ivor Pandur,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Ivor Pandur,339,,,,,GK,,GK,3.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Luka Sucic,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Luka Sucic,341,,,,,MID,,MID,4.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Toni Fruk,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Toni Fruk,342,,,,,MID,,MID,4.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Nikola Moro,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Nikola Moro,343,,,,,MID,,MID,5.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Kristijan Jakic,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Kristijan Jakic,344,,,,,MID,,MID,5.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Nikola Vlasic,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Nikola Vlasic,345,,,,,MID,,MID,6.1,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Luka Modric,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Luka Modric,346,,,,,MID,,MID,6.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Mario Pasalic,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Mario Pasalic,347,,,,,MID,,MID,6.4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Martin Baturina,Croatia,13,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Martin Baturina,348,,,,,MID,,MID,6.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Tahith Chong,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Tahith Chong,350,,,,,MID,,MID,4.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Godfried Roemeratoe,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Godfried Roemeratoe,351,,,,,MID,,MID,4.7,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Leandro Bacuna,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Leandro Bacuna,352,,,,,DEF,,DEF,4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Riechedly Bazoer,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Riechedly Bazoer,353,,,,,DEF,,DEF,3.8,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Joshua Brenet,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Joshua Brenet,354,,,,,DEF,,DEF,3.7,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Shurandy Sambo,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Shurandy Sambo,355,,,,,DEF,,DEF,3.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Sherel Floranus,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Sherel Floranus,356,,,,,DEF,,DEF,3.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Roshon van Eijma,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Roshon van Eijma,357,,,,,DEF,,DEF,3.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Ar'Jany Martha,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Ar'Jany Martha,358,,,,,DEF,,DEF,3.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Juriën Gaari,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Juriën Gaari,359,,,,,DEF,,DEF,3.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Livano Comenencia,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Livano Comenencia,360,,,,,DEF,,DEF,4.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Tyrese Noslin,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Tyrese Noslin,361,,,,,DEF,,DEF,3.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Brandley Kuwas,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Brandley Kuwas,362,,,,,FWD,,FWD,4.4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Sontje Hansen,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Sontje Hansen,363,,,,,FWD,,FWD,4.4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Kenji Gorré,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Kenji Gorré,364,,,,,FWD,,FWD,4.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Jearl Margaritha,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Jearl Margaritha,365,,,,,FWD,,FWD,4.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Gervane Kastaneer,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Gervane Kastaneer,366,,,,,FWD,,FWD,4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Jeremy Antonisse,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Jeremy Antonisse,367,,,,,FWD,,FWD,4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Eloy Room,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Eloy Room,368,,,,,GK,,GK,3.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Trevor Doornbusch,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Trevor Doornbusch,369,,,,,GK,,GK,3.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Tyrick Bodak,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Tyrick Bodak,370,,,,,GK,,GK,3.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Kevin Felida,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Kevin Felida,371,,,,,MID,,MID,4.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Juninho Bacuna,Curaçao,14,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Juninho Bacuna,372,,,,,MID,,MID,5.1,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Denis Visinsky,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Denis Visinsky,373,,,,,MID,,MID,4.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Ladislav Krejcí,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Ladislav Krejcí,374,,,,,DEF,,DEF,4.4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Tomás Holes,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Tomás Holes,375,,,,,DEF,,DEF,3.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
David Jurásek,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,David Jurásek,376,,,,,DEF,,DEF,3.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Robin Hranác,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Robin Hranác,378,,,,,DEF,,DEF,3.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Jaroslav Zeleny,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Jaroslav Zeleny,379,,,,,DEF,,DEF,3.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Vladimír Coufal,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Vladimír Coufal,380,,,,,DEF,,DEF,3.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Stepán Chaloupek,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Stepán Chaloupek,381,,,,,DEF,,DEF,3.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Patrik Schick,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Patrik Schick,382,,,,,FWD,,FWD,7.3,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Tomás Chory,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Tomás Chory,383,,,,,FWD,,FWD,5.3,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Mojmír Chytil,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Mojmír Chytil,384,,,,,FWD,,FWD,4.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Tomás Ladra,Czechia,15,review,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Tomás Ladra,386,,,,,FWD,,FWD,4.4,transferred,,,,false,Official FIFA fantasy players.json status is transferred; kept in review because this does not prove final squad inclusion or exclusion.
Matej Kovár,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Matej Kovár,387,,,,,GK,,GK,4.1,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Lukás Hornícek,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Lukás Hornícek,388,,,,,GK,,GK,3.8,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Lukás Cerv,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Lukás Cerv,390,,,,,MID,,MID,5.3,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Vladimír Darida,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Vladimír Darida,391,,,,,MID,,MID,5.3,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Pavel Bucha,Czechia,15,review,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Pavel Bucha,392,,,,,MID,,MID,5.5,transferred,,,,false,Official FIFA fantasy players.json status is transferred; kept in review because this does not prove final squad inclusion or exclusion.
Tomás Soucek,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Tomás Soucek,393,,,,,MID,,MID,5.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Michal Sadílek,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Michal Sadílek,395,,,,,MID,,MID,5.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Lukás Provod,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Lukás Provod,396,,,,,MID,,MID,5.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Pavel Sulc,Czechia,15,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Pavel Sulc,397,,,,,MID,,MID,5.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Denil Castillo,Ecuador,16,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Denil Castillo,398,,,,,MID,,MID,4.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Jordy Alcívar,Ecuador,16,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Jordy Alcívar,399,,,,,MID,,MID,4.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Pervis Estupiñán,Ecuador,16,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Pervis Estupiñán,400,,,,,DEF,,DEF,4.8,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Ángelo Preciado,Ecuador,16,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Ángelo Preciado,403,,,,,DEF,,DEF,4.3,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Joel Ordóñez,Ecuador,16,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Joel Ordóñez,404,,,,,DEF,,DEF,3.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Félix Torres,Ecuador,16,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Félix Torres,405,,,,,DEF,,DEF,3.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
