official_fantasy_player_id,internal_player_id,name,country,source_type,source_url,source_checked,evidence_window,recent_nt_starts,recent_nt_minutes,qualifier_starts,qualifier_minutes,last_nt_start_date,role_evidence,usage_confidence,notes,senior_caps,source_gap_type,target_priority
1674,morocco-ayyoub-bouaddi,Ayyoub Bouaddi,Morocco,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1685,paraguay-lorenzo-melgarejo,Lorenzo Melgarejo,Paraguay,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1958,saudi-arabia-mohammed-abu-al-shamat,Mohammed bin Waheeb bin Saeed Abu Al Shamat,Saudi Arabia,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,position_or_role_conflict,P2
2035,usa-alejandro-zendejas,Álex Zendejas,USA,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1256,usa-gio-reyna,Giovanni Reyna,USA,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1970,canada-promise-david,Promise David,Canada,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
43,argentina-jose-manuel-lopez,José Manuel López,Argentina,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
242,canada-mathieu-choiniere,Mathieu Choinière,Canada,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
751,mexico-alexis-vega,Alexis Vega,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
752,mexico-roberto-alvarado,Roberto Alvarado,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,position_or_role_conflict,P2
2024,morocco-abde-ezzalzouli,Abde Ezzalzouli,Morocco,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
2044,netherlands-crysencio-summerville,Crysencio Summerville,Netherlands,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,position_or_role_conflict,P2
822,new-zealand-ryan-thomas,Ryan Thomas,New Zealand,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1692,paraguay-robert-morales,Robert Morales,Paraguay,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
992,saudi-arabia-feras-al-brikan,Feras bin Tariq bin Nasser Al Brikan,Saudi Arabia,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1968,canada-jacob-shaffelburg,Jacob Shaffelburg,Canada,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1139,switzerland-ardon-jashari,Ardon Jashari,Switzerland,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
241,canada-nathan-dylan-saliba,Nathan Saliba,Canada,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1471,mexico-jordan-carrillo,Jordán Carrillo,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
2041,netherlands-marten-de-roon,Marten de Roon,Netherlands,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
102,austria-carney-chukwuemeka,Carney Chukwuemeka,Austria,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1967,canada-stephen-eustaquio,Stephen Eustaquio,Canada,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1598,germany-manuel-neuer,Manuel Neuer,Germany,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
582,haiti-wilson-isidor,Wilson Isidor,Haiti,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
758,mexico-brian-gutierrez,Brian Gutiérrez,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1621,paraguay-diego-gonzalez,Diego González,Paraguay,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1620,paraguay-enso-gonzalez,Enso González,Paraguay,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1686,paraguay-ruben-lezcano,Rubén Lezcano,Paraguay,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1098,spain-david-raya,David Raya,Spain,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
207,cabo-verde-jovane-cabral,Jovane Eduardo Borges Cabral,Cabo Verde,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
217,cabo-verde-telmo-arcanjo,Telmo Emanuel Gomes Arcanjo,Cabo Verde,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
238,canada-ali-ahmed,Ali Ahmed,Canada,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
230,canada-tani-oluwaseyi,Tani Oluwaseyi,Canada,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
284,congo-dr-meschack-elia,Meschack Elia,Congo DR,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,position_or_role_conflict,P2
292,congo-dr-ngalayel-mukau,Ngal'ayel Mukau,Congo DR,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1534,cote-d-ivoire-ange-yoan-bonny,Ange-Yoan Bonny,Côte d'Ivoire,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1481,mexico-alexis-gutierrez,Alexis Gutiérrez,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1486,mexico-jorge-ruvalcaba,Jorge Ruvalcaba,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1480,mexico-kevin-castaneda,Kevin Castañeda,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
2038,netherlands-guus-til,Guus Til,Netherlands,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
994,saudi-arabia-khalid-al-ghannam,Khalid bin Essa bin Mohammed Al Ghannam,Saudi Arabia,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,position_or_role_conflict,P2
1048,senegal-bamba-dieng,Bamba Dieng,Senegal,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1029,senegal-idrissa-gana-gueye,Idrissa Gueye,Senegal,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1112,sweden-eric-smith,Eric Smith,Sweden,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,position_or_role_conflict,P2
1127,sweden-gustaf-nilsson,Gustaf Nilsson,Sweden,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1111,sweden-taha-ali,Taha Ali,Sweden,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,position_or_role_conflict,P2
1582,switzerland-zeki-amdouni,Zeki Amdouni,Switzerland,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
518,germany-lennart-karl,Lennart Karl,Germany,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1619,paraguay-rodney-redes,Rodney Redes,Paraguay,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
22,algeria-yacine-titraoui,Yacine Titraoui,Algeria,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1385,colombia-juan-portilla,Juan Portilla,Colombia,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
533,germany-alexander-nubel,Alexander Nübel,Germany,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
753,mexico-guillermo-martinez,Guillermo Martínez,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
742,mexico-jesus-gallardo,Jesús Gallardo,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
740,mexico-johan-vasquez,Johan Vásquez,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
738,mexico-obed-vargas,Obed Vargas,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
765,morocco-samir-el-mourabet,Samir El Mourabet,Morocco,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
2010,morocco-yassine-bounou,Yassine Bounou,Morocco,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
932,portugal-jose-sa,José Pedro Malheiro de Sá,Portugal,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
931,portugal-rui-silva,Rui Tiago Dantas da Silva,Portugal,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
2060,scotland-tyler-fletcher,Tyler Fletcher,Scotland,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1033,senegal-mamadou-sarr,Mamadou Sarr,Senegal,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1110,sweden-elliot-stroud,Elliot Stroud,Sweden,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,position_or_role_conflict,P2
1161,tunisia-rani-khedira,Rani Khedira,Tunisia,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1587,turkiye-aral-simsir,Aral Simsir,Türkiye,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1249,usa-cristian-roldan,Cristian Roldan,USA,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1250,usa-sebastian-berhalter,Sebastian Berhalter,USA,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1530,cabo-verde-jamiro-monteiro,Jamiro Gregory Monteiro Alvarenga,Cabo Verde,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
298,cote-d-ivoire-christ-inao-oulai,Christ Inao Oulaï,Côte d'Ivoire,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
2036,netherlands-robin-roefs,Robin Roefs,Netherlands,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1613,paraguay-oscar-romero,Óscar Romero,Paraguay,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
508,france-brice-samba,Brice Samba,France,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
493,france-maxence-lacroix,Maxence Lacroix,France,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1483,mexico-alexei-dominguez,Alexéi Domínguez,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1479,mexico-elias-montiel,Elías Montiel,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
761,mexico-erick-sanchez,Érick Sánchez,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1476,mexico-gilberto-mora,Gilberto Mora,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
2016,morocco-issa-diop,Issa Diop,Morocco,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1689,paraguay-adrian-alcaraz,Adrián Alcaraz,Paraguay,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
997,saudi-arabia-sultan-mandash,Sultan bin Ahmed bin Mohammed Mandash,Saudi Arabia,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,position_or_role_conflict,P2
1695,senegal-bara-sapoko-ndiaye,Bara Sapoko Ndiaye,Senegal,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1995,spain-eric-garcia,Eric García,Spain,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1218,uruguay-juan-manuel-sanabria,Juan Manuel Sanabria,Uruguay,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
300,cote-d-ivoire-wilfried-singo,Wilfried Singo,Côte d'Ivoire,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
362,curacao-brandley-kuwas,Brandley Kuwas,Curaçao,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
585,haiti-derrick-etienne-jr,Derrick Etienne,Haiti,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
754,mexico-armando-gonzalez,Armando González,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1049,senegal-ibrahim-mbaye,Ibrahim Mbaye,Senegal,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1588,turkiye-demir-ege-tiknaz,Demir Ege Tiknaz,Türkiye,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1227,uruguay-jose-maria-gimenez,José María Giménez,Uruguay,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1269,usa-max-arfsten,Max Arfsten,USA,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,position_or_role_conflict,P2
